"GroupName","Name","ObjectClass"
"BERNADINE_RODGERS","BERNADINE_RODGERS","user"
"JA-ray-admingroup1","JA-ray-admingroup1","group"
"BDEWAPPS1000007","BDEWAPPS1000007","computer"
"MATT_ALLEN","MATT_ALLEN","user"
"ERIN_COLLINS","ERIN_COLLINS","user"
"CHERI_HUGHES","CHERI_HUGHES","user"
"JACOB_BUCKNER","JACOB_BUCKNER","user"
"MERCEDES_CLEMENTS","MERCEDES_CLEMENTS","user"
"DAMON_TALLEY","DAMON_TALLEY","user"
"PORFIRIO_BRITT","PORFIRIO_BRITT","user"
"REBECCA_WILSON","REBECCA_WILSON","user"
"HOPE_RYAN","HOPE_RYAN","user"
"CORNELIUS_MYERS","CORNELIUS_MYERS","user"
"LINDSEY_COOPER","LINDSEY_COOPER","user"
"SOPHIA_SHERMAN","SOPHIA_SHERMAN","user"
"306447494SA","306447494SA","user"
"JONATHON_MADDOX","JONATHON_MADDOX","user"
"ROD_PADILLA","ROD_PADILLA","user"
"KI-bea-distlist1","KI-bea-distlist1","group"
"FSRWVIR1000013","FSRWVIR1000013","computer"
"BDEWAPPS1000015","BDEWAPPS1000015","computer"
"GOOWWKS1000036","GOOWWKS1000036","computer"
"Marieann Jeanie","Marieann Jeanie","user"
"LAURI_BERGER","LAURI_BERGER","user"
"DEBBIE_SLATER","DEBBIE_SLATER","user"
"LOURDES_MCCORMICK","LOURDES_MCCORMICK","user"
"KATHRINE_ROBERTS","KATHRINE_ROBERTS","user"
"LAUREL_BARKER","LAUREL_BARKER","user"
"CLARICE_HOLDEN","CLARICE_HOLDEN","user"
"DANIEL_AGUIRRE","DANIEL_AGUIRRE","user"
"MAXINE_CAMPOS","MAXINE_CAMPOS","user"
"ISIAH_NICHOLSON","ISIAH_NICHOLSON","user"
"MARSHA_ESPINOZA","MARSHA_ESPINOZA","user"
"GLENNA_RATLIFF","GLENNA_RATLIFF","user"
"ELINOR_GUERRA","ELINOR_GUERRA","user"
"REUBEN_SHAW","REUBEN_SHAW","user"
"AMY_MCKINNEY","AMY_MCKINNEY","user"
"JACKSON_GENTRY","JACKSON_GENTRY","user"
"JORDAN_CRANE","JORDAN_CRANE","user"
"WILBUR_HERNANDEZ","WILBUR_HERNANDEZ","user"
"CANDICE_DENNIS","CANDICE_DENNIS","user"
"JERALD_DIXON","JERALD_DIXON","user"
"TSTWVIR1000026","TSTWVIR1000026","computer"
"DefaultAccount","DefaultAccount","user"
"ZACHERY_THOMAS","ZACHERY_THOMAS","user"
"DERICK_BEACH","DERICK_BEACH","user"
"ALPHONSE_PETTY","ALPHONSE_PETTY","user"
"LAURI_BERGER","LAURI_BERGER","user"
"FOREST_CARNEY","FOREST_CARNEY","user"
"LESA_RIOS","LESA_RIOS","user"
"HOWARD_HAYNES","HOWARD_HAYNES","user"
"EFRAIN_HOBBS","EFRAIN_HOBBS","user"
"LACY_BEAN","LACY_BEAN","user"
"MINERVA_WOLF","MINERVA_WOLF","user"
"MANUELA_HARDY","MANUELA_HARDY","user"
"AL_MALONE","AL_MALONE","user"
"ESMWCTRX1000000","ESMWCTRX1000000","computer"
"Ferdinande Lindsy","Ferdinande Lindsy","user"
"Cornelle Phyllys","Cornelle Phyllys","user"
"KRISTIN_RIVAS","KRISTIN_RIVAS","user"
"JAMI_BRADSHAW","JAMI_BRADSHAW","user"
"BLANCHE_CARRILLO","BLANCHE_CARRILLO","user"
"CHERI_HUGHES","CHERI_HUGHES","user"
"VALARIE_CAMPOS","VALARIE_CAMPOS","user"
"FLORA_RAY","FLORA_RAY","user"
"LAVERNE_SMITH","LAVERNE_SMITH","user"
"SANTIAGO_SANFORD","SANTIAGO_SANFORD","user"
"LYLE_BECK","LYLE_BECK","user"
"NORBERTO_WILLIS","NORBERTO_WILLIS","user"
"STANLEY_FRY","STANLEY_FRY","user"
"4651215361SA","4651215361SA","user"
"EDITH_HEATH","EDITH_HEATH","user"
"ROCKY_GILMORE","ROCKY_GILMORE","user"
"ESSIE_VALENCIA","ESSIE_VALENCIA","user"
"TRUDY_PAGE","TRUDY_PAGE","user"
"FLORA_BARBER","FLORA_BARBER","user"
"DOUG_WONG","DOUG_WONG","user"
"KIP_RAMSEY","KIP_RAMSEY","user"
"JEWEL_THOMPSON","JEWEL_THOMPSON","user"
"WARD_MOON","WARD_MOON","user"
"SAL_KENT","SAL_KENT","user"
"DINA_ODOM","DINA_ODOM","user"
"RILEY_POLLARD","RILEY_POLLARD","user"
"RICARDO_SALAZAR","RICARDO_SALAZAR","user"
"BEVERLY_MORSE","BEVERLY_MORSE","user"
"MANUELA_HARDY","MANUELA_HARDY","user"
"ELOISE_SELLERS","ELOISE_SELLERS","user"
"BENITA_PHELPS","BENITA_PHELPS","user"
"LAVERN_WILKINS","LAVERN_WILKINS","user"
"BDEWLPT1000000","BDEWLPT1000000","computer"
"FSRWLPT1000002","FSRWLPT1000002","computer"
"Marchelle Crissy","Marchelle Crissy","user"
"Clarinda Adena","Clarinda Adena","user"
"Aileen Cordelia","Aileen Cordelia","user"
"Pavla Felisha","Pavla Felisha","user"
"Administrator","Administrator","user"
"Read-only Domain Controllers","Read-only Domain Controllers","group"
"HOWARD_OWEN","HOWARD_OWEN","user"
"DEMETRIUS_WATSON","DEMETRIUS_WATSON","user"
"DANIEL_AGUIRRE","DANIEL_AGUIRRE","user"
"DINA_CARVER","DINA_CARVER","user"
"LEA_WOODARD","LEA_WOODARD","user"
"SHELBY_WRIGHT","SHELBY_WRIGHT","user"
"CASANDRA_SLOAN","CASANDRA_SLOAN","user"
"PATRICK_CARROLL","PATRICK_CARROLL","user"
"LANDON_PETERSEN","LANDON_PETERSEN","user"
"HREWAPPS1000001","HREWAPPS1000001","computer"
"ESMWSECS1000009","ESMWSECS1000009","computer"
"Colette Janela","Colette Janela","user"
"Idelle Adriena","Idelle Adriena","user"
"Pavla Felisha","Pavla Felisha","user"
"Elyn Rose","Elyn Rose","user"
"BERNICE_JOHNSON","BERNICE_JOHNSON","user"
"ALFONSO_SAUNDERS","ALFONSO_SAUNDERS","user"
"BRAIN_BENNETT","BRAIN_BENNETT","user"
"MARIBEL_SAWYER","MARIBEL_SAWYER","user"
"MAUDE_ABBOTT","MAUDE_ABBOTT","user"
"MARVIN_GOODWIN","MARVIN_GOODWIN","user"
"JACOB_BUCKNER","JACOB_BUCKNER","user"
"MILAGROS_MACIAS","MILAGROS_MACIAS","user"
"ALISSA_MAYS","ALISSA_MAYS","user"
"GERTRUDE_LE","GERTRUDE_LE","user"
"ANGELO_GLOVER","ANGELO_GLOVER","user"
"CECELIA_MAYS","CECELIA_MAYS","user"
"DEANN_EWING","DEANN_EWING","user"
"ELIZA_HARDIN","ELIZA_HARDIN","user"
"289622739SA","289622739SA","user"
"DION_BURKE","DION_BURKE","user"
"FSRWWKS1000004","FSRWWKS1000004","computer"
"ESMWSECS1000008","ESMWSECS1000008","computer"
"BDEWWEBS1000014","BDEWWEBS1000014","computer"
"Aileen Cordelia","Aileen Cordelia","user"
"EMILIO_MCCRAY","EMILIO_MCCRAY","user"
"LANDON_ROSA","LANDON_ROSA","user"
"MARJORIE_CONLEY","MARJORIE_CONLEY","user"
"DELMAR_MCLEAN","DELMAR_MCLEAN","user"
"JANELL_VILLARREAL","JANELL_VILLARREAL","user"
"LINDA_NOLAN","LINDA_NOLAN","user"
"BERYL_STANLEY","BERYL_STANLEY","user"
"GUSTAVO_KNOWLES","GUSTAVO_KNOWLES","user"
"ERICH_COMPTON","ERICH_COMPTON","user"
"DEBORA_BURRIS","DEBORA_BURRIS","user"
"ER-130-admingroup1","ER-130-admingroup1","group"
"RI-pit-distlist1","RI-pit-distlist1","group"
"MU-ari-distlist1","MU-ari-distlist1","group"
"Colette Janela","Colette Janela","user"
"Linda Drucy","Linda Drucy","user"
"Ailyn Birgit","Ailyn Birgit","user"
"LEANNE_HOLDER","LEANNE_HOLDER","user"
"BRIANA_LOWERY","BRIANA_LOWERY","user"
"DARIO_WOLF","DARIO_WOLF","user"
"LEONA_HOOD","LEONA_HOOD","user"
"MAJOR_SANFORD","MAJOR_SANFORD","user"
"9402560131SA","9402560131SA","user"
"APRIL_BERNARD","APRIL_BERNARD","user"
"WALKER_BENJAMIN","WALKER_BENJAMIN","user"
"CHRISTINA_FERNANDEZ","CHRISTINA_FERNANDEZ","user"
"TAMI_FARLEY","TAMI_FARLEY","user"
"HANK_SIMS","HANK_SIMS","user"
"DUSTIN_ZIMMERMAN","DUSTIN_ZIMMERMAN","user"
"ERNIE_YORK","ERNIE_YORK","user"
"JERRI_PACHECO","JERRI_PACHECO","user"
"ANGEL_LINDSEY","ANGEL_LINDSEY","user"
"GUADALUPE_PARRISH","GUADALUPE_PARRISH","user"
"LUZ_KEITH","LUZ_KEITH","user"
"RHODA_GILLIAM","RHODA_GILLIAM","user"
"VIRGINIA_POPE","VIRGINIA_POPE","user"
"GOOWVIR1000021","GOOWVIR1000021","computer"
"GOOWLPT1000021","GOOWLPT1000021","computer"
"Domain Computers","Domain Computers","group"
"TERRELL_BRIGGS","TERRELL_BRIGGS","user"
"LAURA_BURCH","LAURA_BURCH","user"
"NORMAN_WILLIAMSON","NORMAN_WILLIAMSON","user"
"KAITLIN_HERMAN","KAITLIN_HERMAN","user"
"CINDY_TODD","CINDY_TODD","user"
"JANELLE_WILKINS","JANELLE_WILKINS","user"
"OMAR_SULLIVAN","OMAR_SULLIVAN","user"
"REYNALDO_MEYER","REYNALDO_MEYER","user"
"DOMINICK_CUMMINGS","DOMINICK_CUMMINGS","user"
"ROSALYN_WISE","ROSALYN_WISE","user"
"ELLIS_CABRERA","ELLIS_CABRERA","user"
"NOAH_ENGLISH","NOAH_ENGLISH","user"
"SILAS_NIEVES","SILAS_NIEVES","user"
"EVELYN_SANFORD","EVELYN_SANFORD","user"
"1226880386SA","1226880386SA","user"
"LA-dany09052-admingroup1","LA-dany09052-admingroup1","group"
"BDEWCTRX1000000","BDEWCTRX1000000","computer"
"MATTHEW_MOORE","MATTHEW_MOORE","user"
"WILLA_MCFADDEN","WILLA_MCFADDEN","user"
"DONOVAN_TRAVIS","DONOVAN_TRAVIS","user"
"379889172SA","379889172SA","user"
"MURIEL_WILLIS","MURIEL_WILLIS","user"
"ANGEL_LINDSEY","ANGEL_LINDSEY","user"
"ELOISE_SELLERS","ELOISE_SELLERS","user"
"SUSIE_DILLON","SUSIE_DILLON","user"
"RHODA_GILLIAM","RHODA_GILLIAM","user"
"OGCWLPT1000000","OGCWLPT1000000","computer"
"AZRWLPT1000022","AZRWLPT1000022","computer"
"ELIAS_PRESTON","ELIAS_PRESTON","user"
"LONNIE_HAYES","LONNIE_HAYES","user"
"MAY_ALLISON","MAY_ALLISON","user"
"KENT_BURKE","KENT_BURKE","user"
"BRIANNA_BURTON","BRIANNA_BURTON","user"
"SAL_MCCALL","SAL_MCCALL","user"
"GUS_NICHOLS","GUS_NICHOLS","user"
"MOISES_MILLER","MOISES_MILLER","user"
"MELISA_MCINTYRE","MELISA_MCINTYRE","user"
"RIGOBERTO_TATE","RIGOBERTO_TATE","user"
"ESMWSECS1000004","ESMWSECS1000004","computer"
"Rita Bonni","Rita Bonni","user"
"Nance Lisbeth","Nance Lisbeth","user"
"PRESTON_SHARP","PRESTON_SHARP","user"
"PATTY_HOOVER","PATTY_HOOVER","user"
"ALFONSO_SAUNDERS","ALFONSO_SAUNDERS","user"
"MADGE_LE","MADGE_LE","user"
"AHMAD_MCLAUGHLIN","AHMAD_MCLAUGHLIN","user"
"BARBARA_BOOTH","BARBARA_BOOTH","user"
"MARIA_PATTON","MARIA_PATTON","user"
"LEONOR_WOLF","LEONOR_WOLF","user"
"HILDA_EDWARDS","HILDA_EDWARDS","user"
"EDDIE_BIRD","EDDIE_BIRD","user"
"JUSTINE_MCKNIGHT","JUSTINE_MCKNIGHT","user"
"JILLIAN_MENDEZ","JILLIAN_MENDEZ","user"
"PE-135-distlist1","PE-135-distlist1","group"
"OGCWWEBS1000007","OGCWWEBS1000007","computer"
"HREWDBAS1000006","HREWDBAS1000006","computer"
"Aileen Cordelia","Aileen Cordelia","user"
"GUY_WILLIAM","GUY_WILLIAM","user"
"7662864724SA","7662864724SA","user"
"3443256899SA","3443256899SA","user"
"DANTE_CHANEY","DANTE_CHANEY","user"
"LANDON_PETERSEN","LANDON_PETERSEN","user"
"RANDALL_KEY","RANDALL_KEY","user"
"ARNULFO_DRAKE","ARNULFO_DRAKE","user"
"ANDY_GARNER","ANDY_GARNER","user"
"MEL_RATLIFF","MEL_RATLIFF","user"
"EVELYN_SANFORD","EVELYN_SANFORD","user"
"DEBORA_BURRIS","DEBORA_BURRIS","user"
"AZRWLPT1000003","AZRWLPT1000003","computer"
"AZRWAPPS1000030","AZRWAPPS1000030","computer"
"FINWWEBS1000011","FINWWEBS1000011","computer"
"Harmony Ingunna","Harmony Ingunna","user"
"Colette Janela","Colette Janela","user"
"Imogen Athene","Imogen Athene","user"
"ROXIE_MATHEWS","ROXIE_MATHEWS","user"
"NIKKI_RICHMOND","NIKKI_RICHMOND","user"
"MAURICE_FRANCO","MAURICE_FRANCO","user"
"MARIANNE_MENDOZA","MARIANNE_MENDOZA","user"
"MELANIE_WINTERS","MELANIE_WINTERS","user"
"CANDICE_MCGOWAN","CANDICE_MCGOWAN","user"
"OTTO_PITTS","OTTO_PITTS","user"
"DELIA_PATTON","DELIA_PATTON","user"
"WADE_CHERRY","WADE_CHERRY","user"
"MORRIS_SPEARS","MORRIS_SPEARS","user"
"SHEREE_PATTON","SHEREE_PATTON","user"
"JA-034150484-distlist1","JA-034150484-distlist1","group"
"Read-only Domain Controllers","Read-only Domain Controllers","group"
"CATHRYN_GREEN","CATHRYN_GREEN","user"
"TERRENCE_SANTANA","TERRENCE_SANTANA","user"
"LEANNE_HOLDER","LEANNE_HOLDER","user"
"ELLIOT_MORGAN","ELLIOT_MORGAN","user"
"CHERI_HUGHES","CHERI_HUGHES","user"
"MADELINE_DANIEL","MADELINE_DANIEL","user"
"DANNIE_ROTH","DANNIE_ROTH","user"
"REINALDO_FREEMAN","REINALDO_FREEMAN","user"
"DELIA_PATTON","DELIA_PATTON","user"
"BDEWWKS1000013","BDEWWKS1000013","computer"
"Marcelle Ira","Marcelle Ira","user"
"WILFORD_HURLEY","WILFORD_HURLEY","user"
"EMILY_DELANEY","EMILY_DELANEY","user"
"DAMON_TALLEY","DAMON_TALLEY","user"
"MABEL_GUERRA","MABEL_GUERRA","user"
"CARLOS_HENDRIX","CARLOS_HENDRIX","user"
"ANA_BANKS","ANA_BANKS","user"
"GONZALO_HAMMOND","GONZALO_HAMMOND","user"
"BE-zir-distlist1","BE-zir-distlist1","group"
"AWSWVIR1000000","AWSWVIR1000000","computer"
"AZRWCTRX1000012","AZRWCTRX1000012","computer"
"HREWDBAS1000006","HREWDBAS1000006","computer"
"ALPHONSE_PETTY","ALPHONSE_PETTY","user"
"ALMA_SLATER","ALMA_SLATER","user"
"NIKKI_RICHMOND","NIKKI_RICHMOND","user"
"MILAGROS_CANNON","MILAGROS_CANNON","user"
"ANIBAL_MCCONNELL","ANIBAL_MCCONNELL","user"
"LLOYD_RHODES","LLOYD_RHODES","user"
"ANGELO_GLOVER","ANGELO_GLOVER","user"
"TRINA_EVERETT","TRINA_EVERETT","user"
"KYLE_BROWN","KYLE_BROWN","user"
"JEANNETTE_SHARPE","JEANNETTE_SHARPE","user"
"SECWAPPS1000001","SECWAPPS1000001","computer"
"HREWSECS1000013","HREWSECS1000013","computer"
"ITSWLPT1000019","ITSWLPT1000019","computer"
"Liane Brenda","Liane Brenda","user"
"JESS_LOGAN","JESS_LOGAN","user"
"MARIANO_SEXTON","MARIANO_SEXTON","user"
"REFUGIO_PATRICK","REFUGIO_PATRICK","user"
"VICKY_LUNA","VICKY_LUNA","user"
"MARSHALL_GUERRA","MARSHALL_GUERRA","user"
"ORVILLE_PORTER","ORVILLE_PORTER","user"
"LUKE_ALEXANDER","LUKE_ALEXANDER","user"
"ANDREA_GRAVES","ANDREA_GRAVES","user"
"HOLLIE_BERG","HOLLIE_BERG","user"
"ROXANNE_LOWERY","ROXANNE_LOWERY","user"
"CHRISTINA_FERNANDEZ","CHRISTINA_FERNANDEZ","user"
"LENARD_WELLS","LENARD_WELLS","user"
"JOCELYN_SHAFFER","JOCELYN_SHAFFER","user"
"ANGEL_LINDSEY","ANGEL_LINDSEY","user"
"TRISTAN_STAFFORD","TRISTAN_STAFFORD","user"
"GOOWWKS1000002","GOOWWKS1000002","computer"
"TSTWVIR1000003","TSTWVIR1000003","computer"
"Liane Brenda","Liane Brenda","user"
"RICHIE_MULLEN","RICHIE_MULLEN","user"
"SIMON_BURT","SIMON_BURT","user"
"MAUDE_ABBOTT","MAUDE_ABBOTT","user"
"MARJORIE_CONLEY","MARJORIE_CONLEY","user"
"JACQUELINE_LUCAS","JACQUELINE_LUCAS","user"
"MARIANNE_MENDOZA","MARIANNE_MENDOZA","user"
"TRINA_EVERETT","TRINA_EVERETT","user"
"ETTA_BARRETT","ETTA_BARRETT","user"
"ALLIE_ARNOLD","ALLIE_ARNOLD","user"
"SIMONE_MCCALL","SIMONE_MCCALL","user"
"BENNETT_ONEILL","BENNETT_ONEILL","user"
"ROBERT_BYERS","ROBERT_BYERS","user"
"ERIN_PAYNE","ERIN_PAYNE","user"
"CORA_SCOTT","CORA_SCOTT","user"
"HECTOR_DANIELS","HECTOR_DANIELS","user"
"TISHA_WADE","TISHA_WADE","user"
"STEVIE_SHELTON","STEVIE_SHELTON","user"
"ED_WALSH","ED_WALSH","user"
"BETTIE_BELL","BETTIE_BELL","user"
"AWSWCTRX1000007","AWSWCTRX1000007","computer"
"GOOWVIR1000021","GOOWVIR1000021","computer"
"Michaella Rozella","Michaella Rozella","user"
"EMMETT_BROWN","EMMETT_BROWN","user"
"MARYANN_BRANCH","MARYANN_BRANCH","user"
"BRITTNEY_HANSON","BRITTNEY_HANSON","user"
"DARIO_WOLF","DARIO_WOLF","user"
"3405104581SA","3405104581SA","user"
"LAVERNE_SMITH","LAVERNE_SMITH","user"
"ELIZA_WHITNEY","ELIZA_WHITNEY","user"
"KRYSTAL_WATKINS","KRYSTAL_WATKINS","user"
"SAMANTHA_KIRKLAND","SAMANTHA_KIRKLAND","user"
"EARNEST_MITCHELL","EARNEST_MITCHELL","user"
"ROBT_CANNON","ROBT_CANNON","user"
"ANA_BANKS","ANA_BANKS","user"
"MILLICENT_YANG","MILLICENT_YANG","user"
"ELIJAH_ROWE","ELIJAH_ROWE","user"
"ALISON_CALDWELL","ALISON_CALDWELL","user"
"EDDY_LARA","EDDY_LARA","user"
"ANDREW_BREWER","ANDREW_BREWER","user"
"HIRAM_HANCOCK","HIRAM_HANCOCK","user"
"ELLIOT_MORGAN","ELLIOT_MORGAN","user"
"MARCELO_ABBOTT","MARCELO_ABBOTT","user"
"ANDRES_CONNER","ANDRES_CONNER","user"
"BLAINE_KIRKLAND","BLAINE_KIRKLAND","user"
"BILLIE_DIAZ","BILLIE_DIAZ","user"
"MAUREEN_NICHOLSON","MAUREEN_NICHOLSON","user"
"ZACHARIAH_REYNOLDS","ZACHARIAH_REYNOLDS","user"
"KARYN_NIXON","KARYN_NIXON","user"
"RICHIE_CASTILLO","RICHIE_CASTILLO","user"
"TOMMIE_PETTY","TOMMIE_PETTY","user"
"5537555517SA","5537555517SA","user"
"GRETA_DECKER","GRETA_DECKER","user"
"5145680233SA","5145680233SA","user"
"PAIGE_GREGORY","PAIGE_GREGORY","user"
"LEONA_HOOD","LEONA_HOOD","user"
"KELLI_ATKINS","KELLI_ATKINS","user"
"REBECCA_WILSON","REBECCA_WILSON","user"
"EVA_NIXON","EVA_NIXON","user"
"HAL_NOBLE","HAL_NOBLE","user"
"3405104581SA","3405104581SA","user"
"RANDAL_GARNER","RANDAL_GARNER","user"
"DOMINICK_CUMMINGS","DOMINICK_CUMMINGS","user"
"NORBERTO_WILLIS","NORBERTO_WILLIS","user"
"HORACE_MCLAUGHLIN","HORACE_MCLAUGHLIN","user"
"LANDON_PETERSEN","LANDON_PETERSEN","user"
"JONATHON_MADDOX","JONATHON_MADDOX","user"
"SHEREE_PATTON","SHEREE_PATTON","user"
"5537555517SA","5537555517SA","user"
"JACKIE_HEWITT","JACKIE_HEWITT","user"
"ZA-TEL-distlist1","ZA-TEL-distlist1","group"
"FINWLPT1000001","FINWLPT1000001","computer"
"GOOWWKS1000002","GOOWWKS1000002","computer"
"HREWAPPS1000028","HREWAPPS1000028","computer"
"Milli Florinda","Milli Florinda","user"
"CHRIS_MAXWELL","CHRIS_MAXWELL","user"
"NORMAN_WILLIAMSON","NORMAN_WILLIAMSON","user"
"EMILIO_MCCRAY","EMILIO_MCCRAY","user"
"YVETTE_BECKER","YVETTE_BECKER","user"
"DEMETRIUS_WATSON","DEMETRIUS_WATSON","user"
"KAITLIN_HERMAN","KAITLIN_HERMAN","user"
"TIA_CHANDLER","TIA_CHANDLER","user"
"JUDITH_BARR","JUDITH_BARR","user"
"MELISA_MCINTYRE","MELISA_MCINTYRE","user"
"VICTOR_MCCRAY","VICTOR_MCCRAY","user"
"PAUL_CLINE","PAUL_CLINE","user"
"SELMA_BURRIS","SELMA_BURRIS","user"
"MARISOL_HARVEY","MARISOL_HARVEY","user"
"BDEWDBAS1000000","BDEWDBAS1000000","computer"
"OGCWAPPS1000010","OGCWAPPS1000010","computer"
"RODERICK_MENDOZA","RODERICK_MENDOZA","user"
"DUSTY_WHITNEY","DUSTY_WHITNEY","user"
"LYDIA_RHODES","LYDIA_RHODES","user"
"YVETTE_BECKER","YVETTE_BECKER","user"
"ANGELO_GLOVER","ANGELO_GLOVER","user"
"TERI_BOWERS","TERI_BOWERS","user"
"HOLLIE_BERG","HOLLIE_BERG","user"
"TRACEY_BERNARD","TRACEY_BERNARD","user"
"LUCAS_FOREMAN","LUCAS_FOREMAN","user"
"SHANNA_GILBERT","SHANNA_GILBERT","user"
"JAKE_BUCHANAN","JAKE_BUCHANAN","user"
"TRISHA_DAY","TRISHA_DAY","user"
"DARRYL_PEARSON","DARRYL_PEARSON","user"
"ELISE_FISCHER","ELISE_FISCHER","user"
"BRIDGETTE_NEWMAN","BRIDGETTE_NEWMAN","user"
"PAT_DURAN","PAT_DURAN","user"
"Karol Daloris","Karol Daloris","user"
"WENDELL_COTE","WENDELL_COTE","user"
"REFUGIO_PATRICK","REFUGIO_PATRICK","user"
"JACOB_BUCKNER","JACOB_BUCKNER","user"
"JANNA_MARTIN","JANNA_MARTIN","user"
"MILTON_SANTIAGO","MILTON_SANTIAGO","user"
"LEANNE_LOPEZ","LEANNE_LOPEZ","user"
"MADELEINE_WELLS","MADELEINE_WELLS","user"
"FRANCINE_MOSS","FRANCINE_MOSS","user"
"EVELYN_SANFORD","EVELYN_SANFORD","user"
"SCOTTIE_BROCK","SCOTTIE_BROCK","user"
"ESMWCTRX1000000","ESMWCTRX1000000","computer"
"AWSWAPPS1000016","AWSWAPPS1000016","computer"
"SECWVIR1000022","SECWVIR1000022","computer"
"Nance Lisbeth","Nance Lisbeth","user"
"DefaultAccount","DefaultAccount","user"
"ROOSEVELT_SPENCER","ROOSEVELT_SPENCER","user"
"ZACHERY_THOMAS","ZACHERY_THOMAS","user"
"ROXIE_MATHEWS","ROXIE_MATHEWS","user"
"SHELIA_ELLISON","SHELIA_ELLISON","user"
"MONA_RIGGS","MONA_RIGGS","user"
"JAMAAL_RANDOLPH","JAMAAL_RANDOLPH","user"
"CLAUDIA_HERMAN","CLAUDIA_HERMAN","user"
"TAMEKA_MCCARTHY","TAMEKA_MCCARTHY","user"
"ERICH_BROWNING","ERICH_BROWNING","user"
"BOBBIE_PUCKETT","BOBBIE_PUCKETT","user"
"CANDICE_DENNIS","CANDICE_DENNIS","user"
"RUSTY_BENTLEY","RUSTY_BENTLEY","user"
"6772794158SA","6772794158SA","user"
"AD-Flaquita1-distlist1","AD-Flaquita1-distlist1","group"
"OGCWAPPS1000010","OGCWAPPS1000010","computer"
"Marcelle Ira","Marcelle Ira","user"
"Ethyl Mariam","Ethyl Mariam","user"
"ELIAS_PRESTON","ELIAS_PRESTON","user"
"LOURDES_MCCORMICK","LOURDES_MCCORMICK","user"
"AHMAD_MCLAUGHLIN","AHMAD_MCLAUGHLIN","user"
"NIKKI_RICHMOND","NIKKI_RICHMOND","user"
"MILAGROS_MACIAS","MILAGROS_MACIAS","user"
"KELLI_ATKINS","KELLI_ATKINS","user"
"CORNELIUS_MYERS","CORNELIUS_MYERS","user"
"JOHN_HARPER","JOHN_HARPER","user"
"MABEL_GUERRA","MABEL_GUERRA","user"
"HILDA_EDWARDS","HILDA_EDWARDS","user"
"306447494SA","306447494SA","user"
"CHRISTINA_FERNANDEZ","CHRISTINA_FERNANDEZ","user"
"FRANCINE_MOSS","FRANCINE_MOSS","user"
"DARRYL_PEARSON","DARRYL_PEARSON","user"
"CELINA_GIBBS","CELINA_GIBBS","user"
"MINERVA_WOLF","MINERVA_WOLF","user"
"Linda Drucy","Linda Drucy","user"
"Rozanne Selia","Rozanne Selia","user"
"INGRID_HYDE","INGRID_HYDE","user"
"MARGARITO_SWANSON","MARGARITO_SWANSON","user"
"PORFIRIO_BRITT","PORFIRIO_BRITT","user"
"KELSEY_WILKINS","KELSEY_WILKINS","user"
"ANDREA_GRAVES","ANDREA_GRAVES","user"
"REYNALDO_MEYER","REYNALDO_MEYER","user"
"KERRI_SANTANA","KERRI_SANTANA","user"
"TONI_THOMAS","TONI_THOMAS","user"
"MEGAN_BURNETT","MEGAN_BURNETT","user"
"BRIDGETTE_NEWMAN","BRIDGETTE_NEWMAN","user"
"AL_MALONE","AL_MALONE","user"
"BR-road205de-distlist1","BR-road205de-distlist1","group"
"ITSWWKS1000027","ITSWWKS1000027","computer"
"Nikki Nathalie","Nikki Nathalie","user"
"Latisha Ajay","Latisha Ajay","user"
"KRISTIE_MCGUIRE","KRISTIE_MCGUIRE","user"
"MILO_ROSARIO","MILO_ROSARIO","user"
"AVERY_VINSON","AVERY_VINSON","user"
"2546983690SA","2546983690SA","user"
"LYDIA_RHODES","LYDIA_RHODES","user"
"KRISTA_DODSON","KRISTA_DODSON","user"
"MAY_ALLISON","MAY_ALLISON","user"
"EDGAR_PAGE","EDGAR_PAGE","user"
"306447494SA","306447494SA","user"
"HANK_SIMS","HANK_SIMS","user"
"FRANCESCA_JENNINGS","FRANCESCA_JENNINGS","user"
"HEATH_ALEXANDER","HEATH_ALEXANDER","user"
"BONITA_MCCALL","BONITA_MCCALL","user"
"KELLEY_VAZQUEZ","KELLEY_VAZQUEZ","user"
"PAUL_CLINE","PAUL_CLINE","user"
"WYATT_FITZGERALD","WYATT_FITZGERALD","user"
"LEONA_GOODWIN","LEONA_GOODWIN","user"
"LA-adrianiot-distlist1","LA-adrianiot-distlist1","group"
"OGCWWKS1000029","OGCWWKS1000029","computer"
"ALTON_MCNEIL","ALTON_MCNEIL","user"
"LONNIE_HAYES","LONNIE_HAYES","user"
"AVERY_VINSON","AVERY_VINSON","user"
"CHERI_HUGHES","CHERI_HUGHES","user"
"LOREN_LANDRY","LOREN_LANDRY","user"
"MARGARITO_SWANSON","MARGARITO_SWANSON","user"
"CLARICE_OLSEN","CLARICE_OLSEN","user"
"FREDERICK_FOSTER","FREDERICK_FOSTER","user"
"MARIO_CONLEY","MARIO_CONLEY","user"
"BENITA_PHELPS","BENITA_PHELPS","user"
"WINIFRED_GONZALEZ","WINIFRED_GONZALEZ","user"
"OGCWLPT1000007","OGCWLPT1000007","computer"
"Dorolisa Lorette","Dorolisa Lorette","user"
"Larina Marie-Ann","Larina Marie-Ann","user"
"Gertrudis Mahalia","Gertrudis Mahalia","user"
"NORMAN_WILLIAMSON","NORMAN_WILLIAMSON","user"
